DateTime, Active, Predicted next Active, Actual Next Active 
15/12/2008 15:00,[ 21.89905031],[ 24.40442358], [ 24.75756445]
15/12/2008 16:00,[ 24.75756445],[ 32.13740779], [ 61.80983719]
15/12/2008 17:00,[ 61.80983719],[ 85.60652819], [ 176.17474016]
15/12/2008 18:00,[ 176.17474016],[ 153.2937772], [ 123.44710155]
15/12/2008 19:00,[ 123.44710155],[ 108.90109828], [ 144.39257632]
15/12/2008 20:00,[ 144.39257632],[ 130.25215271], [ 183.86971864]
15/12/2008 21:00,[ 183.86971864],[ 156.30902122], [ 104.81808522]
15/12/2008 22:00,[ 104.81808522],[ 88.89213242], [ 63.64397669]
15/12/2008 23:00,[ 63.64397669],[ 63.98754003], [ 25.33501971]
16/12/2008 00:00,[ 25.33501971],[ 33.95459699], [ 23.64469091]
16/12/2008 01:00,[ 23.64469091],[ 30.48494712], [ 21.93444987]
16/12/2008 02:00,[ 21.93444987],[ 44.13020098], [ 74.37667956]
16/12/2008 03:00,[ 74.37667956],[ 110.03443377], [ 23.57831675]
16/12/2008 04:00,[ 23.57831675],[ 47.01723881], [ 21.1822093]
16/12/2008 05:00,[ 21.1822093],[ 49.88646706], [ 41.25597001]
16/12/2008 06:00,[ 41.25597001],[ 68.72068971], [ 224.91329131]
16/12/2008 07:00,[ 224.91329131],[ 173.56285967], [ 162.6985717]
16/12/2008 08:00,[ 162.6985717],[ 133.79854588], [ 124.75688512]
16/12/2008 09:00,[ 124.75688512],[ 107.41478751], [ 95.84429778]
16/12/2008 10:00,[ 95.84429778],[ 89.6030481], [ 100.91970912]
16/12/2008 11:00,[ 100.91970912],[ 107.21278008], [ 105.62563759]
16/12/2008 12:00,[ 105.62563759],[ 113.96514171], [ 99.18070593]
16/12/2008 13:00,[ 99.18070593],[ 106.00796481], [ 119.04649425]
16/12/2008 14:00,[ 119.04649425],[ 124.41903463], [ 83.91907237]
16/12/2008 15:00,[ 83.91907237],[ 85.65303209], [ 31.0122235]
16/12/2008 16:00,[ 31.0122235],[ 34.74776745], [ 47.50177916]
16/12/2008 17:00,[ 47.50177916],[ 61.82023582], [ 55.74102582]
16/12/2008 18:00,[ 55.74102582],[ 76.59145104], [ 86.92360968]
16/12/2008 19:00,[ 86.92360968],[ 107.76729967], [ 191.57354701]
16/12/2008 20:00,[ 191.57354701],[ 159.11194024], [ 126.20826691]
16/12/2008 21:00,[ 126.20826691],[ 107.41037464], [ 71.91198548]
16/12/2008 22:00,[ 71.91198548],[ 65.90792551], [ 28.92143723]
16/12/2008 23:00,[ 28.92143723],[ 31.56460262], [ 67.48704098]
17/12/2008 00:00,[ 67.48704098],[ 87.24532755], [ 22.68226549]
17/12/2008 01:00,[ 22.68226549],[ 35.91643082], [ 21.93666234]
17/12/2008 02:00,[ 21.93666234],[ 47.51077787], [ 24.46330565]
17/12/2008 03:00,[ 24.46330565],[ 56.98440465], [ 21.5893042]
17/12/2008 04:00,[ 21.5893042],[ 51.91466107], [ 21.06937322]
17/12/2008 05:00,[ 21.06937322],[ 48.27138162], [ 54.99763514]
17/12/2008 06:00,[ 54.99763514],[ 82.63136038], [ 131.40536422]
17/12/2008 07:00,[ 131.40536422],[ 134.36560512], [ 176.39377491]
17/12/2008 08:00,[ 176.39377491],[ 147.95900334], [ 99.40416563]
17/12/2008 09:00,[ 99.40416563],[ 83.32204845], [ 130.10443054]
17/12/2008 10:00,[ 130.10443054],[ 127.22849496], [ 107.54385103]
17/12/2008 11:00,[ 107.54385103],[ 104.88425733], [ 113.33610338]
17/12/2008 12:00,[ 113.33610338],[ 116.73243535], [ 100.96838351]
17/12/2008 13:00,[ 100.96838351],[ 105.10997734], [ 39.50811693]
17/12/2008 14:00,[ 39.50811693],[ 42.22336698], [ 25.95451194]
17/12/2008 15:00,[ 25.95451194],[ 35.18935966], [ 53.03738473]
17/12/2008 16:00,[ 53.03738473],[ 72.54363578], [ 95.94828398]
17/12/2008 17:00,[ 95.94828398],[ 115.81048374], [ 207.68698239]
17/12/2008 18:00,[ 207.68698239],[ 161.61246698], [ 210.04105286]
17/12/2008 19:00,[ 210.04105286],[ 162.55542865], [ 196.67772048]
17/12/2008 20:00,[ 196.67772048],[ 157.29338373], [ 207.00111599]
17/12/2008 21:00,[ 207.00111599],[ 164.364186], [ 130.31019046]
17/12/2008 22:00,[ 130.31019046],[ 107.83589974], [ 62.20586972]
17/12/2008 23:00,[ 62.20586972],[ 55.63243234], [ 21.23088369]
18/12/2008 00:00,[ 21.23088369],[ 29.74109533], [ 20.43439368]
18/12/2008 01:00,[ 20.43439368],[ 23.58799572], [ 20.84148858]
18/12/2008 02:00,[ 20.84148858],[ 41.80066028], [ 19.65781592]
18/12/2008 03:00,[ 19.65781592],[ 64.63453965], [ 22.42119376]
18/12/2008 04:00,[ 22.42119376],[ 63.04562485], [ 57.05965928]
18/12/2008 05:00,[ 57.05965928],[ 91.00067538], [ 94.89514719]
18/12/2008 06:00,[ 94.89514719],[ 110.32088112], [ 173.02639215]
18/12/2008 07:00,[ 173.02639215],[ 150.15525759], [ 171.91130614]
18/12/2008 08:00,[ 171.91130614],[ 143.24419211], [ 112.86042184]
18/12/2008 09:00,[ 112.86042184],[ 95.95215086], [ 91.02110828]
18/12/2008 10:00,[ 91.02110828],[ 88.99706156], [ 88.86616031]
18/12/2008 11:00,[ 88.86616031],[ 97.85480927], [ 88.52986453]
18/12/2008 12:00,[ 88.52986453],[ 101.18789159], [ 90.70693722]
18/12/2008 13:00,[ 90.70693722],[ 102.54603276], [ 91.7136121]
18/12/2008 14:00,[ 91.7136121],[ 101.29922251], [ 64.68162617]
18/12/2008 15:00,[ 64.68162617],[ 72.5966947], [ 19.64675356]
18/12/2008 16:00,[ 19.64675356],[ 26.17283778], [ 17.5072929]
18/12/2008 17:00,[ 17.5072929],[ 24.44812158], [ 36.97041126]
18/12/2008 18:00,[ 36.97041126],[ 59.43504803], [ 133.15764224]
18/12/2008 19:00,[ 133.15764224],[ 140.43521064], [ 175.52648579]
18/12/2008 20:00,[ 175.52648579],[ 146.18205156], [ 118.38717752]
18/12/2008 21:00,[ 118.38717752],[ 101.12634861], [ 108.73194863]
18/12/2008 22:00,[ 108.73194863],[ 103.29231666], [ 81.68005045]
18/12/2008 23:00,[ 81.68005045],[ 82.2037263], [ 74.01383411]
19/12/2008 00:00,[ 74.01383411],[ 84.19908745], [ 21.97206189]
19/12/2008 01:00,[ 21.97206189],[ 28.86644015], [ 23.25972074]
19/12/2008 02:00,[ 23.25972074],[ 29.97390744], [ 21.07379816]
19/12/2008 03:00,[ 21.07379816],[ 43.36125278], [ 21.01848636]
19/12/2008 04:00,[ 21.01848636],[ 57.65191756], [ 23.7177025]
19/12/2008 05:00,[ 23.7177025],[ 57.80943818], [ 57.55525306]
19/12/2008 06:00,[ 57.55525306],[ 87.51149368], [ 168.70100891]
19/12/2008 07:00,[ 168.70100891],[ 151.55234065], [ 109.4996765]
19/12/2008 08:00,[ 109.4996765],[ 96.82567306], [ 93.47252753]
19/12/2008 09:00,[ 93.47252753],[ 91.9574882], [ 93.24906784]
19/12/2008 10:00,[ 93.24906784],[ 97.35415191], [ 90.8684477]
19/12/2008 11:00,[ 90.8684477],[ 97.91237325], [ 91.68263748]
19/12/2008 12:00,[ 91.68263748],[ 100.91723476], [ 95.03232047]
19/12/2008 13:00,[ 95.03232047],[ 104.16080634], [ 51.57936552]
19/12/2008 14:00,[ 51.57936552],[ 57.12012322], [ 22.16012204]
19/12/2008 15:00,[ 22.16012204],[ 29.94855238], [ 45.28709444]
19/12/2008 16:00,[ 45.28709444],[ 61.19753444], [ 163.31363898]
19/12/2008 17:00,[ 163.31363898],[ 154.69540151], [ 176.69245867]
19/12/2008 18:00,[ 176.69245867],[ 145.8869756], [ 98.97273354]
19/12/2008 19:00,[ 98.97273354],[ 82.83981116], [ 194.34577474]
19/12/2008 20:00,[ 194.34577474],[ 167.16432335], [ 153.4902622]
19/12/2008 21:00,[ 153.4902622],[ 136.29241324], [ 158.34663879]
19/12/2008 22:00,[ 158.34663879],[ 140.99767624], [ 32.75565163]
19/12/2008 23:00,[ 32.75565163],[ 17.6572257], [ 20.32598254]
20/12/2008 00:00,[ 20.32598254],[ 28.00912147], [ 18.44316866]
20/12/2008 01:00,[ 18.44316866],[ 18.15330362], [ 20.29500793]
20/12/2008 02:00,[ 20.29500793],[ 53.31927818], [ 17.64446618]
20/12/2008 03:00,[ 17.64446618],[ 62.46318741], [ 18.3922818]
20/12/2008 04:00,[ 18.3922818],[ 58.69761043], [ 23.96328692]
20/12/2008 05:00,[ 23.96328692],[ 58.27176226], [ 60.89166121]
20/12/2008 06:00,[ 60.89166121],[ 89.77240382], [ 173.34720063]
20/12/2008 07:00,[ 173.34720063],[ 153.30005422], [ 175.30745104]
20/12/2008 08:00,[ 175.30745104],[ 143.8000931], [ 120.96028274]
20/12/2008 09:00,[ 120.96028274],[ 102.42879783], [ 120.63504932]
20/12/2008 10:00,[ 120.63504932],[ 113.75735958], [ 136.62237379]
20/12/2008 11:00,[ 136.62237379],[ 132.88896669], [ 96.04784523]
20/12/2008 12:00,[ 96.04784523],[ 93.86185711], [ 231.91134103]
20/12/2008 13:00,[ 231.91134103],[ 194.591715], [ 144.59833624]
20/12/2008 14:00,[ 144.59833624],[ 129.88256365], [ 185.47597349]
20/12/2008 15:00,[ 185.47597349],[ 160.87806584], [ 113.44893946]
20/12/2008 16:00,[ 113.44893946],[ 99.55609736], [ 154.95270636]
20/12/2008 17:00,[ 154.95270636],[ 150.00610221], [ 137.91667005]
20/12/2008 18:00,[ 137.91667005],[ 131.13047992], [ 198.7331072]
20/12/2008 19:00,[ 198.7331072],[ 173.2498993], [ 99.10105693]
20/12/2008 20:00,[ 99.10105693],[ 85.15034906], [ 82.50751507]
20/12/2008 21:00,[ 82.50751507],[ 88.86070686], [ 28.35946927]
20/12/2008 22:00,[ 28.35946927],[ 35.69914327], [ 100.85554742]
20/12/2008 23:00,[ 100.85554742],[ 127.94214487], [ 178.72572066]
21/12/2008 00:00,[ 178.72572066],[ 151.17328832], [ 46.53050385]
21/12/2008 01:00,[ 46.53050385],[ 35.61845092], [ 20.35031974]
21/12/2008 02:00,[ 20.35031974],[ 30.51860974], [ 17.79048935]
21/12/2008 03:00,[ 17.79048935],[ 26.21761051], [ 20.56492955]
21/12/2008 04:00,[ 20.56492955],[ 37.62118591], [ 17.8258889]
21/12/2008 05:00,[ 17.8258889],[ 50.50028258], [ 18.4874181]
21/12/2008 06:00,[ 18.4874181],[ 54.55078577], [ 38.86649998]
21/12/2008 07:00,[ 38.86649998],[ 74.14111711], [ 191.0005167]
21/12/2008 08:00,[ 191.0005167],[ 162.20329987], [ 172.20556495]
21/12/2008 09:00,[ 172.20556495],[ 141.10695458], [ 159.25375241]
21/12/2008 10:00,[ 159.25375241],[ 133.03515621], [ 247.07341335]
21/12/2008 11:00,[ 247.07341335],[ 187.5222327], [ 111.55063827]
21/12/2008 12:00,[ 111.55063827],[ 84.94212424], [ 92.99463353]
21/12/2008 13:00,[ 92.99463353],[ 93.93536356], [ 91.9127346]
21/12/2008 14:00,[ 91.9127346],[ 102.86310333], [ 92.60966336]
21/12/2008 15:00,[ 92.60966336],[ 104.58857973], [ 226.19652522]
21/12/2008 16:00,[ 226.19652522],[ 184.70484238], [ 287.69440382]
21/12/2008 17:00,[ 287.69440382],[ 211.95997167], [ 237.25888646]
21/12/2008 18:00,[ 237.25888646],[ 189.77565281], [ 202.27527527]
21/12/2008 19:00,[ 202.27527527],[ 162.54947634], [ 163.9419811]
21/12/2008 20:00,[ 163.9419811],[ 135.08398227], [ 197.15340202]
21/12/2008 21:00,[ 197.15340202],[ 170.03038687], [ 54.50867877]
21/12/2008 22:00,[ 54.50867877],[ 36.26780198], [ 37.6850398]
21/12/2008 23:00,[ 37.6850398],[ 50.31957292], [ 21.25743336]
22/12/2008 00:00,[ 21.25743336],[ 32.16789719], [ 19.97641193]
22/12/2008 01:00,[ 19.97641193],[ 42.48312304], [ 22.52296748]
22/12/2008 02:00,[ 22.52296748],[ 66.93017783], [ 20.91228769]
22/12/2008 03:00,[ 20.91228769],[ 60.97241261], [ 75.33246757]
22/12/2008 04:00,[ 75.33246757],[ 108.01191961], [ 19.97419945]
22/12/2008 05:00,[ 19.97419945],[ 37.17551213], [ 43.50605428]
22/12/2008 06:00,[ 43.50605428],[ 70.17860013], [ 70.76592485]
22/12/2008 07:00,[ 70.76592485],[ 92.5876314], [ 110.03066984]
22/12/2008 08:00,[ 110.03066984],[ 118.93241166], [ 119.34075306]
22/12/2008 09:00,[ 119.34075306],[ 116.78961446], [ 118.48673877]
22/12/2008 10:00,[ 118.48673877],[ 113.75372934], [ 131.00490675]
22/12/2008 11:00,[ 131.00490675],[ 125.4289912], [ 135.00063163]
22/12/2008 12:00,[ 135.00063163],[ 128.15190678], [ 191.56469712]
22/12/2008 13:00,[ 191.56469712],[ 168.05682704], [ 102.03479513]
22/12/2008 14:00,[ 102.03479513],[ 88.58285084], [ 60.76776276]
22/12/2008 15:00,[ 60.76776276],[ 63.42377273], [ 123.41170199]
22/12/2008 16:00,[ 123.41170199],[ 145.39939115], [ 130.42966396]
22/12/2008 17:00,[ 130.42966396],[ 128.74257515], [ 63.81876199]
22/12/2008 18:00,[ 63.81876199],[ 62.36283625], [ 93.65395026]
22/12/2008 19:00,[ 93.65395026],[ 107.92505117], [ 124.18827975]
22/12/2008 20:00,[ 124.18827975],[ 128.51067716], [ 126.34544019]
22/12/2008 21:00,[ 126.34544019],[ 122.37496359], [ 114.24100452]
22/12/2008 22:00,[ 114.24100452],[ 110.78907308], [ 191.39212428]
22/12/2008 23:00,[ 191.39212428],[ 169.04853607], [ 125.68391099]
23/12/2008 00:00,[ 125.68391099],[ 112.38666553], [ 58.71458852]
23/12/2008 01:00,[ 58.71458852],[ 53.95801163], [ 53.87812418]
23/12/2008 02:00,[ 53.87812418],[ 68.05190508], [ 31.37949389]
23/12/2008 03:00,[ 31.37949389],[ 45.66464469], [ 20.22420882]
23/12/2008 04:00,[ 20.22420882],[ 36.78174626], [ 54.36708055]
23/12/2008 05:00,[ 54.36708055],[ 91.4912892], [ 76.86349837]
23/12/2008 06:00,[ 76.86349837],[ 100.12589403], [ 153.26459003]
23/12/2008 07:00,[ 153.26459003],[ 142.52297176], [ 104.16983085]
23/12/2008 08:00,[ 104.16983085],[ 95.23266213], [ 117.79202248]
23/12/2008 09:00,[ 117.79202248],[ 115.40150652], [ 55.48437903]
23/12/2008 10:00,[ 55.48437903],[ 52.09827525], [ 59.03318452]
23/12/2008 11:00,[ 59.03318452],[ 72.0614864], [ 64.29886847]
23/12/2008 12:00,[ 64.29886847],[ 82.02437305], [ 103.96185846]
23/12/2008 13:00,[ 103.96185846],[ 119.51652943], [ 191.38769934]
23/12/2008 14:00,[ 191.38769934],[ 160.02651396], [ 103.24722992]
23/12/2008 15:00,[ 103.24722992],[ 86.89200418], [ 55.56845298]
23/12/2008 16:00,[ 55.56845298],[ 54.75419042], [ 27.30190754]
23/12/2008 17:00,[ 27.30190754],[ 33.60017583], [ 60.18588256]
23/12/2008 18:00,[ 60.18588256],[ 78.87214914], [ 159.65420989]
23/12/2008 19:00,[ 159.65420989],[ 152.61289533], [ 202.48767261]
23/12/2008 20:00,[ 202.48767261],[ 159.07246726], [ 47.46637961]
23/12/2008 21:00,[ 47.46637961],[ 22.61223892], [ 43.25825739]
23/12/2008 22:00,[ 43.25825739],[ 53.19609723], [ 19.4365687]
23/12/2008 23:00,[ 19.4365687],[ 27.47416827], [ 18.50954283]
24/12/2008 00:00,[ 18.50954283],[ 28.06667463], [ 23.36149447]
24/12/2008 01:00,[ 23.36149447],[ 54.07958226], [ 18.33475752]
24/12/2008 02:00,[ 18.33475752],[ 54.46114963], [ 31.18700881]
24/12/2008 03:00,[ 31.18700881],[ 66.91710163], [ 40.53249158]
24/12/2008 04:00,[ 40.53249158],[ 69.72978107], [ 18.59804172]
24/12/2008 05:00,[ 18.59804172],[ 39.03880476], [ 47.70975156]
24/12/2008 06:00,[ 47.70975156],[ 72.232234], [ 97.18948091]
24/12/2008 07:00,[ 97.18948091],[ 112.98248538], [ 92.29770477]
24/12/2008 08:00,[ 92.29770477],[ 97.06705602], [ 93.03445803]
24/12/2008 09:00,[ 93.03445803],[ 97.4315471], [ 97.90189697]
24/12/2008 10:00,[ 97.90189697],[ 101.96930853], [ 45.22957017]
24/12/2008 11:00,[ 45.22957017],[ 45.91053933], [ 102.52596397]
24/12/2008 12:00,[ 102.52596397],[ 121.44302407], [ 102.49056442]
24/12/2008 13:00,[ 102.49056442],[ 108.08765976], [ 44.24280754]
24/12/2008 14:00,[ 44.24280754],[ 47.57959307], [ 29.96351165]
24/12/2008 15:00,[ 29.96351165],[ 39.80604925], [ 113.92240852]
24/12/2008 16:00,[ 113.92240852],[ 133.88058036], [ 142.41020119]
24/12/2008 17:00,[ 142.41020119],[ 132.84107819], [ 95.76243631]
24/12/2008 18:00,[ 95.76243631],[ 89.72968947], [ 28.40150625]
24/12/2008 19:00,[ 28.40150625],[ 27.42120519], [ 30.92372461]
24/12/2008 20:00,[ 30.92372461],[ 39.28060577], [ 29.49446754]
24/12/2008 21:00,[ 29.49446754],[ 41.59842912], [ 29.00108623]
24/12/2008 22:00,[ 29.00108623],[ 55.22136435], [ 31.49454245]
24/12/2008 23:00,[ 31.49454245],[ 64.47804788], [ 122.29882845]
25/12/2008 00:00,[ 122.29882845],[ 135.20821045], [ 57.99553504]
25/12/2008 01:00,[ 57.99553504],[ 62.87264002], [ 17.77721451]
25/12/2008 02:00,[ 17.77721451],[ 27.81585392], [ 17.99846174]
25/12/2008 03:00,[ 17.99846174],[ 26.85109056], [ 19.36355711]
25/12/2008 04:00,[ 19.36355711],[ 31.97723167], [ 16.83027639]
25/12/2008 05:00,[ 16.83027639],[ 39.76353065], [ 18.75512725]
25/12/2008 06:00,[ 18.75512725],[ 44.91844605], [ 60.7567004]
25/12/2008 07:00,[ 60.7567004],[ 87.5382721], [ 84.96114679]
25/12/2008 08:00,[ 84.96114679],[ 98.23674316], [ 105.73847368]
25/12/2008 09:00,[ 105.73847368],[ 109.42527138], [ 93.88847232]
25/12/2008 10:00,[ 93.88847232],[ 94.2100232], [ 45.78711317]
25/12/2008 11:00,[ 45.78711317],[ 46.06495082], [ 28.38823141]
25/12/2008 12:00,[ 28.38823141],[ 33.56515667], [ 34.13180937]
25/12/2008 13:00,[ 34.13180937],[ 42.33134107], [ 21.75081467]
25/12/2008 14:00,[ 21.75081467],[ 37.07172288], [ 24.86376312]
25/12/2008 15:00,[ 24.86376312],[ 51.5258479], [ 26.71338992]
25/12/2008 16:00,[ 26.71338992],[ 51.24170204], [ 37.48370483]
25/12/2008 17:00,[ 37.48370483],[ 58.31887361], [ 54.41796741]
25/12/2008 18:00,[ 54.41796741],[ 71.29220777], [ 85.64701319]
25/12/2008 19:00,[ 85.64701319],[ 97.90290464], [ 93.77342376]
25/12/2008 20:00,[ 93.77342376],[ 98.44702195], [ 43.43746764]
25/12/2008 21:00,[ 43.43746764],[ 44.16875714], [ 35.1097221]
25/12/2008 22:00,[ 35.1097221],[ 41.32593222], [ 25.97884914]
25/12/2008 23:00,[ 25.97884914],[ 31.23549298], [ 19.46754331]
26/12/2008 00:00,[ 19.46754331],[ 28.18208611], [ 18.02058646]
26/12/2008 01:00,[ 18.02058646],[ 36.57680816], [ 38.35320642]
26/12/2008 02:00,[ 38.35320642],[ 62.08086585], [ 44.2383826]
26/12/2008 03:00,[ 44.2383826],[ 61.76008571], [ 17.81482654]
26/12/2008 04:00,[ 17.81482654],[ 26.27211053], [ 18.62459138]
26/12/2008 05:00,[ 18.62459138],[ 23.38532853], [ 18.94761233]
26/12/2008 06:00,[ 18.94761233],[ 21.0510359], [ 17.67322832]
26/12/2008 07:00,[ 17.67322832],[ 19.77645218], [ 67.08879598]
26/12/2008 08:00,[ 67.08879598],[ 82.26349417], [ 98.40412817]
26/12/2008 09:00,[ 98.40412817],[ 105.06743259], [ 91.15828156]
26/12/2008 10:00,[ 91.15828156],[ 93.00891504], [ 58.49555376]
26/12/2008 11:00,[ 58.49555376],[ 60.85371472], [ 43.50162934]
26/12/2008 12:00,[ 43.50162934],[ 49.30966424], [ 39.12093429]
26/12/2008 13:00,[ 39.12093429],[ 46.79122674], [ 149.24231549]
26/12/2008 14:00,[ 149.24231549],[ 154.23211903], [ 125.58656221]
26/12/2008 15:00,[ 125.58656221],[ 115.91928622], [ 62.8297869]
26/12/2008 16:00,[ 62.8297869],[ 59.40952641], [ 121.7368605]
26/12/2008 17:00,[ 121.7368605],[ 131.27229955], [ 55.13923336]
26/12/2008 18:00,[ 55.13923336],[ 54.00586602], [ 50.13019619]
26/12/2008 19:00,[ 50.13019619],[ 61.91024182], [ 23.16015949]
26/12/2008 20:00,[ 23.16015949],[ 32.61483944], [ 37.52795427]
26/12/2008 21:00,[ 37.52795427],[ 55.65011254], [ 45.61232786]
26/12/2008 22:00,[ 45.61232786],[ 73.9564927], [ 91.86184774]
26/12/2008 23:00,[ 91.86184774],[ 112.52510664], [ 109.28064174]
27/12/2008 00:00,[ 109.28064174],[ 113.14632084], [ 181.96478004]
27/12/2008 01:00,[ 181.96478004],[ 154.89508525], [ 171.96883042]
27/12/2008 02:00,[ 171.96883042],[ 144.49300648], [ 171.50199877]
27/12/2008 03:00,[ 171.50199877],[ 145.35332844], [ 171.13030344]
27/12/2008 04:00,[ 171.13030344],[ 147.33831689], [ 166.20091527]
27/12/2008 05:00,[ 166.20091527],[ 147.01885097], [ 100.23384272]
27/12/2008 06:00,[ 100.23384272],[ 90.11662976], [ 94.4637151]
27/12/2008 07:00,[ 94.4637151],[ 102.79936962], [ 93.85307276]
27/12/2008 08:00,[ 93.85307276],[ 107.58797126], [ 92.36629141]
27/12/2008 09:00,[ 92.36629141],[ 104.1183519], [ 110.84485962]
27/12/2008 10:00,[ 110.84485962],[ 118.65403435], [ 162.87778195]
27/12/2008 11:00,[ 162.87778195],[ 149.85632417], [ 162.22510264]
27/12/2008 12:00,[ 162.22510264],[ 142.15096672], [ 105.87343448]
27/12/2008 13:00,[ 105.87343448],[ 93.7068012], [ 90.66711272]
27/12/2008 14:00,[ 90.66711272],[ 92.98182535], [ 90.23346816]
27/12/2008 15:00,[ 90.23346816],[ 101.42877222], [ 92.4946148]
27/12/2008 16:00,[ 92.4946148],[ 105.05502634], [ 88.44579059]
27/12/2008 17:00,[ 88.44579059],[ 98.72729376], [ 119.35181542]
27/12/2008 18:00,[ 119.35181542],[ 125.67240204], [ 135.12674255]
27/12/2008 19:00,[ 135.12674255],[ 129.70569847], [ 203.24212564]
27/12/2008 20:00,[ 203.24212564],[ 169.63487166], [ 178.10622843]
27/12/2008 21:00,[ 178.10622843],[ 151.57207288], [ 232.17462523]
27/12/2008 22:00,[ 232.17462523],[ 184.81783352], [ 163.28708932]
27/12/2008 23:00,[ 163.28708932],[ 137.24380956], [ 121.935983]
28/12/2008 00:00,[ 121.935983],[ 109.94812514], [ 118.39602741]
28/12/2008 01:00,[ 118.39602741],[ 119.10227966], [ 147.31525216]
28/12/2008 02:00,[ 147.31525216],[ 147.37312589], [ 123.730298]
28/12/2008 03:00,[ 123.730298],[ 119.98417258], [ 115.61052485]
28/12/2008 04:00,[ 115.61052485],[ 115.66948888], [ 149.03213062]
28/12/2008 05:00,[ 149.03213062],[ 145.68623989], [ 122.54441287]
28/12/2008 06:00,[ 122.54441287],[ 117.01727332], [ 91.3308544]
28/12/2008 07:00,[ 91.3308544],[ 91.54764579], [ 75.82806136]
28/12/2008 08:00,[ 75.82806136],[ 85.10596022], [ 20.42111885]
28/12/2008 09:00,[ 20.42111885],[ 27.3216978], [ 36.81553821]
28/12/2008 10:00,[ 36.81553821],[ 47.77663452], [ 54.04848455]
28/12/2008 11:00,[ 54.04848455],[ 82.15340531], [ 78.87684811]
28/12/2008 12:00,[ 78.87684811],[ 103.0151203], [ 101.12104409]
28/12/2008 13:00,[ 101.12104409],[ 111.35917413], [ 95.18719352]
28/12/2008 14:00,[ 95.18719352],[ 99.45234225], [ 92.65612527]
28/12/2008 15:00,[ 92.65612527],[ 97.16742298], [ 34.46589268]
28/12/2008 16:00,[ 34.46589268],[ 35.83880977], [ 19.40780656]
28/12/2008 17:00,[ 19.40780656],[ 25.75737734], [ 34.15614656]
28/12/2008 18:00,[ 34.15614656],[ 45.63870328], [ 18.51618024]
28/12/2008 19:00,[ 18.51618024],[ 44.12024529], [ 17.17984701]
28/12/2008 20:00,[ 17.17984701],[ 51.36025443], [ 18.85247603]
28/12/2008 21:00,[ 18.85247603],[ 50.3755503], [ 17.23958376]
28/12/2008 22:00,[ 17.23958376],[ 43.07922566], [ 32.83308816]
28/12/2008 23:00,[ 32.83308816],[ 56.45812717], [ 56.47335413]
29/12/2008 00:00,[ 56.47335413],[ 76.44075426], [ 18.76840208]
29/12/2008 01:00,[ 18.76840208],[ 27.43729702], [ 18.07147332]
29/12/2008 02:00,[ 18.07147332],[ 25.05600697], [ 18.26174593]
29/12/2008 03:00,[ 18.26174593],[ 23.0424068], [ 19.37683195]
29/12/2008 04:00,[ 19.37683195],[ 26.09808506], [ 16.87010089]
29/12/2008 05:00,[ 16.87010089],[ 23.27776215], [ 17.11568531]
29/12/2008 06:00,[ 17.11568531],[ 21.08613373], [ 17.54269245]
29/12/2008 07:00,[ 17.54269245],[ 18.12149041], [ 26.39479392]
29/12/2008 08:00,[ 26.39479392],[ 26.66271383], [ 71.9495975]
29/12/2008 09:00,[ 71.9495975],[ 82.39315225], [ 17.35905726]
29/12/2008 10:00,[ 17.35905726],[ 18.09094537], [ 17.82367643]
29/12/2008 11:00,[ 17.82367643],[ 18.26763456], [ 20.25518343]
29/12/2008 12:00,[ 20.25518343],[ 19.0370516], [ 16.89222561]
29/12/2008 13:00,[ 16.89222561],[ 17.872241], [ 17.06922339]
29/12/2008 14:00,[ 17.06922339],[ 19.52981285], [ 19.17992192]
29/12/2008 15:00,[ 19.17992192],[ 20.94956168], [ 17.8900506]
29/12/2008 16:00,[ 17.8900506],[ 16.46265543], [ 16.83912628]
29/12/2008 17:00,[ 16.83912628],[ 11.70545049], [ 79.54280226]
29/12/2008 18:00,[ 79.54280226],[ 90.29947631], [ 38.81782559]
29/12/2008 19:00,[ 38.81782559],[ 42.93463056], [ 17.8900506]
29/12/2008 20:00,[ 17.8900506],[ 20.9279031], [ 17.18205948]
29/12/2008 21:00,[ 17.18205948],[ 15.29928303], [ 19.32152014]
29/12/2008 22:00,[ 19.32152014],[ 19.26371351], [ 17.38118198]
29/12/2008 23:00,[ 17.38118198],[ 21.92712047], [ 18.11572277]
30/12/2008 00:00,[ 18.11572277],[ 23.38084765], [ 19.42329387]
30/12/2008 01:00,[ 19.42329387],[ 22.05330067], [ 17.8502261]
30/12/2008 02:00,[ 17.8502261],[ 16.18153695], [ 17.67765326]
30/12/2008 03:00,[ 17.67765326],[ 12.33367016], [ 85.87932278]
30/12/2008 04:00,[ 85.87932278],[ 96.92464995], [ 17.77500204]
30/12/2008 05:00,[ 17.77500204],[ 19.51913552], [ 17.43649379]
30/12/2008 06:00,[ 17.43649379],[ 21.92091552], [ 18.814864]
30/12/2008 07:00,[ 18.814864],[ 20.51121391], [ 18.47856822]
30/12/2008 08:00,[ 18.47856822],[ 22.8620946], [ 17.16657217]
30/12/2008 09:00,[ 17.16657217],[ 22.85224921], [ 42.55026627]
30/12/2008 10:00,[ 42.55026627],[ 53.79259634], [ 18.01394904]
30/12/2008 11:00,[ 18.01394904],[ 21.22959767], [ 44.84017505]
30/12/2008 12:00,[ 44.84017505],[ 53.04611875], [ 70.4672411]
